op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,dep_delay,taxi_out,taxi_in,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,fl_year,fl_month,fl_day,fl_dayofweek,is_weekend,season,crs_dep_hour,crs_dep_min,dep_hour,dep_min,wheels_off_hour,wheels_off_min,wheels_on_hour,wheels_on_min,crs_arr_hour,crs_arr_min,arr_hour,arr_min
1,2002.0,208,189,7,72,65,42,1.3613599738855553,-0.6017672267393286,0.6484771734107552,1.1585080163697212,0,0,-0.3054396866255464,-0.4219238109969416,-0.4160090673269135,-0.39066961422110724,0.06145705047935252,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,1.9729537295007238,2024,6,29,5,1,1,15,58,17,24,17,36,19,2,18,3,19,15
14,3408.0,85,177,28,26,20,17,-0.3167469908283331,0.6272735830293985,-0.19996600761478792,-0.295724673403485,0,0,-0.6758450530499118,-0.6697137543676033,-0.7559903326789906,-0.7438994912457727,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,17,1,0,0,19,47,19,43,20,7,21,9,21,25,21,16
14,4294.0,131,115,12,69,269,47,-0.4099751555346602,-1.0114474966622378,1.7797347481114794,-0.3136781634006851,0,0,-0.6484076184999589,-0.5871171065773827,-0.6426632442282982,-0.5647734398635964,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,18,0,0,3,21,25,21,16,21,24,22,34,23,5,22,55
12,700.0,125,266,47,244,228,4,-0.29810135788706765,-0.19208695681641957,-0.19996600761478792,-0.3136781634006851,0,0,3.0968021975686253,3.0884337200874326,3.2246236491515794,2.647776958289641,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,24,5,1,3,8,30,8,27,8,43,11,26,11,43,11,33
2,843.0,241,236,48,140,137,9,0.18668509858583343,2.06115452775958,-0.6241875981275594,-0.24186420341188478,0,1,3.23398937031839,-0.22919829948642692,-0.24601843465087495,3.0981031996149255,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,17,2,0,3,12,7,12,30,13,8,19,42,16,30,19,46
11,4093.0,16,15,8,98,92,12,-0.3167469908283331,0.42243344806794403,-0.6241875981275594,-0.33163165339788514,0,0,-0.6072514666750294,-0.628415430472493,-0.6426632442282982,-0.5513808378910972,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,25,4,0,0,15,49,15,45,16,7,17,17,17,32,17,21
1,1663.0,202,193,2,72,65,42,-0.3353926237695985,-0.2945070242971468,2.6281779291370224,0.09925210653491666,0,0,-0.08594021022592241,0.23884937132482295,0.023133400419519452,0.05128625087136526,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,6,1,0,3,16,19,16,14,16,29,19,26,19,40,19,53
4,1148.0,41,37,30,15,14,8,-0.2421644590632714,-0.2945070242971468,-0.0585588107771974,-0.18800373342028456,0,0,-0.2917209693505699,-0.25673051541650044,-0.21768666253820185,-0.20986948759236848,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,25,3,0,2,15,59,15,59,16,14,17,54,18,5,18,2
12,642.0,72,65,5,46,19,18,-0.27945572494580223,0.8321137179908531,-0.48278040128996896,-0.11618977343148425,0,0,0.80577641264755,0.927154769576661,0.8872524498560488,1.094235129479738,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,24,1,0,2,17,55,17,53,18,19,23,17,23,21,23,22
6,636.0,21,193,2,206,196,11,-0.37268388965212934,0.012753178145034964,-0.48278040128996896,-0.3675386333922853,0,0,0.5176833498730435,0.5141715306255582,0.5756029566166447,0.794575660345069,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,3,1,0,2,10,0,9,53,10,11,14,47,15,5,14,52
10,5164.0,55,46,31,63,46,49,-0.09299939553314795,4.826496349739217,-0.7655947949651499,0.5121823764705185,0,0,-0.9227819639994888,-0.46322213489205183,-1.0676398259183946,-1.0318404336545048,0.091110626086152,-0.06894253228977358,1.5731067063736996,-0.023245306255910498,-0.20843730158677687,2024,10,1,1,0,0,9,6,9,14,10,19,10,59,10,26,11,2
13,660.0,34,174,41,120,116,42,0.03752003505571003,-0.0896668893356923,-0.6241875981275594,0.09925210653491666,0,0,-0.3054396866255464,-0.25673051541650044,-0.18935489042552875,-0.2801806479479891,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,8,6,1,2,14,20,14,35,14,52,16,34,16,25,16,38
9,3961.0,163,184,7,130,119,12,-0.44726642141719103,-0.6017672267393286,0.6484771734107552,-0.20595722341748463,0,0,-0.017346623851039925,0.1562527235346024,0.17895814703922147,-0.01400268374456817,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,9,4,0,3,11,48,11,37,11,49,13,57,14,14,14,10
13,250.0,56,58,33,164,191,7,-0.37268388965212934,-0.7041872942200559,-0.19996600761478792,-0.8522828633166873,0,0,-0.031065341126016423,-0.4081577030319048,-0.3026819788762211,-0.059202715401752856,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,21,2,0,3,9,10,9,3,9,14,10,48,11,35,10,55
9,2510.0,145,139,26,2,5,29,-0.3540382567108639,-0.6017672267393286,0.08284838606039312,-0.40344561338668544,0,0,-0.7307199221498178,-0.7798426180878973,-0.7276585605663175,-0.5882104933154699,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,8,3,0,3,16,41,16,35,16,47,18,51,19,15,19,0
3,1371.0,154,176,30,94,89,7,-0.16758192729820967,1.1393739204330349,-0.0585588107771974,0.15311257652651689,0,0,0.5451207844229965,0.7894936899262934,0.6605982729546641,0.39949390215634356,-0.027503676341045932,-0.06894253228977358,0.5637433197083932,-0.023245306255910498,-0.20843730158677687,2024,1,26,4,0,3,9,29,9,33,10,2,12,44,12,36,12,52
12,1790.0,251,219,45,71,70,5,-0.37268388965212934,0.2175933131064895,0.36566277973557415,-0.42139910338388553,0,0,-0.7032824875998648,-0.7523104021578239,-0.8409856490170099,-0.7472476417388975,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,9,5,1,0,14,40,14,33,14,53,15,49,16,16,16,0
8,3318.0,193,50,11,152,147,15,-0.20487319318074051,3.085355202566853,-0.48278040128996896,0.13515908652931682,0,0,-0.6895637703248884,-0.43568991896197834,-0.8268197629606734,-0.8610847585051404,-0.0868108275546449,-0.06894253228977358,0.6268285313749749,-0.023245306255910498,-0.20843730158677687,2024,5,4,5,1,1,18,20,18,22,19,10,21,7,20,57,21,12
1,2909.0,55,46,31,279,266,7,1.2308405432966973,2.368414730201762,0.36566277973557415,1.804833656268924,0,0,-0.6758450530499118,-0.2016660835563534,-0.5718338139466155,-0.6317364497260922,0.7731428650425402,-0.06894253228977358,1.6361919180402813,-0.023245306255910498,1.4024360752163005,2024,8,9,4,0,2,15,15,16,34,17,15,17,30,15,53,17,41
12,2100.0,193,50,11,72,65,42,-0.39132952259339476,0.11517324562576223,0.6484771734107552,-0.6547944733474865,0,0,0.09240311434877206,-0.11906943576613283,-0.2035207764818653,-0.059202715401752856,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,20,1,0,2,13,10,13,2,13,21,15,2,15,44,15,15
1,798.0,173,158,7,266,256,7,-0.37268388965212934,-0.3969270917778741,1.0726987639235268,-0.20595722341748463,0,0,-1.1148440058491598,-1.0001003455284856,-1.0818057119747313,-1.0602997128460656,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,12,3,0,0,17,7,17,0,17,14,17,53,18,13,18,9
13,1011.0,254,228,4,191,187,4,-0.3167469908283331,-0.2945070242971468,-0.6241875981275594,-0.42139910338388553,0,0,-0.7855947912497238,-0.8762053738431547,-0.7984879908480003,-0.7807291466701455,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,28,2,0,3,13,0,12,56,13,11,14,10,14,30,14,14
4,1270.0,199,199,35,251,224,45,-0.4286207884759256,-0.9090274291815105,-0.48278040128996896,-0.49321306337268583,0,0,-0.5386578803001468,-0.6008832145424194,-0.4443408394395866,-0.34714365781048495,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,2,5,1,0,5,10,5,0,5,9,7,33,7,58,7,38
11,4927.0,202,193,2,53,43,13,0.8392822515301234,-0.3969270917778741,-0.48278040128996896,0.6917172764425191,0,0,0.449089763498161,0.3627443430101538,0.47644175422228896,0.6941311455513253,1.2179464991445326,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,3,2,0,2,18,55,19,53,20,7,0,36,23,55,0,41
4,1699.0,257,232,7,185,169,21,-0.46591205435845645,-0.6017672267393286,-0.7655947949651499,-0.6547944733474865,0,0,0.9292448681223384,0.7757275819612567,0.9580818801377315,0.8447979177419409,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,8,1,0,0,14,58,14,46,14,58,17,1,17,33,17,4
6,363.0,64,51,15,279,266,7,-0.3167469908283331,0.012753178145034964,0.36566277973557415,-0.20595722341748463,0,0,-0.5112204457501939,-0.43568991896197834,-0.4868384976085962,-0.3973659152073568,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,7,5,1,2,12,0,11,56,12,14,12,35,12,50,12,46
4,1035.0,86,130,7,15,14,8,-0.5032033202409874,0.42243344806794403,-0.19996600761478792,-0.24186420341188478,0,1,-0.3328771211754994,-0.22919829948642692,-0.24601843465087495,-0.3203584538654866,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,4,14,6,1,1,11,42,11,28,11,50,23,3,13,45,23,10
13,3207.0,163,184,7,209,200,36,0.1493938327033026,6.977317766834489,-0.3413732044523784,1.4098568763305224,0,0,-0.09965892750089891,0.872090337716514,-0.03353014380582674,-0.00563230751175619,0.4766071089745453,-0.06894253228977358,3.9072595380372204,-0.023245306255910498,-0.20843730158677687,2024,5,15,2,0,1,11,0,11,21,12,47,14,40,13,20,14,46
6,225.0,93,84,7,18,12,31,-0.4286207884759256,-0.2945070242971468,-0.19996600761478792,-0.4393525933810856,0,0,-0.38775199027540536,-0.4081577030319048,-0.3593455231015673,-0.29524732516705066,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,27,6,1,0,21,8,20,58,21,13,22,43,23,7,22,50
3,767.0,163,184,7,213,203,37,0.690117188,0.32001338058721673,-0.6241875981275594,1.0866940563809209,0,0,0.449089763498161,0.7757275819612567,0.816423019574366,0.5719236525522704,-0.14611797876824387,3.0697854403893285,0.9422545897078831,-0.023245306255910498,-0.20843730158677687,2024,7,4,3,0,2,18,0,18,50,19,11,22,4,21,0,22,8
2,1084.0,241,236,48,248,229,4,0.20533073152709885,0.5248535155486713,-0.19996600761478792,0.2967404965041175,0,0,-0.2642835348006169,-0.18789997559131663,-0.24601843465087495,-0.23665469153736682,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5969993868147617,2024,5,5,6,1,1,15,45,16,9,16,32,18,10,17,53,18,17
13,2341.0,43,20,18,164,191,7,-0.3167469908283331,-0.19208695681641957,-0.48278040128996896,-0.34958514339508523,0,0,-0.1682525138757814,-0.2016660835563534,-0.13269134620018255,-0.08431384410018879,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,3,0,0,1,12,0,11,56,12,12,13,58,14,15,14,3
4,1323.0,173,158,7,15,14,8,-0.2608100920045368,0.2175933131064895,0.36566277973557415,-0.22391071341468471,0,0,-0.1682525138757814,-0.14660165169620634,-0.21768666253820185,-0.4074103666867312,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,31,2,0,2,16,48,16,47,17,7,18,47,19,3,18,58
13,2006.0,72,65,5,166,51,11,-0.3167469908283331,-0.3969270917778741,-0.3413732044523784,-0.4573060833782857,0,0,-0.09965892750089891,-0.21543219152139015,-0.13269134620018255,0.09648628252854995,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,10,29,1,0,0,17,20,17,16,17,30,20,16,20,40,20,22
1,2437.0,154,176,30,72,65,42,0.33585016211595686,0.32001338058721673,0.7898843702483457,0.422414926484518,0,0,1.162463061796939,1.2437752527725066,1.1564042849264433,0.9234794543303735,0.12076420169295149,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5298796627813002,2024,9,4,2,0,2,11,0,11,31,11,52,14,9,13,52,14,23
4,2079.0,198,267,7,35,33,19,2.666554279774135,0.32001338058721673,1.2141059607611173,2.702508156128928,0,0,0.6548705226228084,0.7619614739962198,0.6181006147856545,0.6020570069903934,-0.14611797876824387,-0.06894253228977358,-0.06710879695742326,-0.023245306255910498,5.026901173023225,2024,4,25,3,0,1,12,30,15,6,15,27,18,6,15,45,18,23
6,886.0,200,203,7,11,4,30,-0.2608100920045368,-0.6017672267393286,-0.6241875981275594,-0.3854921233894854,0,0,0.31190259074839605,0.21131715539474943,0.36311466577159657,0.5819681040316447,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,29,6,1,2,9,0,8,59,9,11,11,32,11,50,11,36
11,3883.0,248,224,4,145,154,4,-0.3353926237695985,0.7296936505101258,-0.19996600761478792,-0.3854921233894854,0,0,-0.7444386394247943,-0.7936087260529341,-0.8976491932423561,-0.8861958872035763,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,1,11,3,0,3,19,35,19,30,19,55,20,47,21,8,20,54
12,314.0,72,65,5,266,256,7,0.8392822515301234,-0.3969270917778741,-0.3413732044523784,0.40446143648731797,0,0,0.8469325644724794,0.5417037465556317,0.6464323868983275,1.1193462581781737,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.7983585589151464,2024,1,14,6,1,3,17,43,18,41,18,55,23,36,23,12,23,42
14,5712.0,70,266,47,35,33,19,-0.3353926237695985,-0.0896668893356923,-0.48278040128996896,-0.6009340033558863,0,0,-0.5386578803001468,-0.7523104021578239,-0.713492674509981,-0.7338550397663983,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,15,6,1,0,13,45,13,40,13,57,15,2,15,33,15,7
2,1073.0,232,222,4,202,205,35,-0.1862275602394751,0.012753178145034964,-0.6241875981275594,-0.3136781634006851,0,0,0.21587156982356054,0.11495439963949211,0.17895814703922147,0.160101141897921,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,2,29,3,0,3,10,25,10,28,10,46,12,54,13,8,12,58
1,2164.0,220,204,31,56,48,31,-0.4099751555346602,-0.7041872942200559,-0.0585588107771974,-0.47525957337548574,0,0,-1.1148440058491598,-1.1790597490739634,-1.1101374840874043,-1.1841812810916827,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,11,3,0,2,9,52,9,43,9,54,10,31,10,58,10,39
3,1534.0,267,254,7,22,108,6,-0.29810135788706765,-0.6017672267393286,0.08284838606039312,-0.0802827934370841,0,0,0.28446515619844304,0.44534099080037437,0.5331052984476351,0.4580865357860274,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,7,5,1,0,14,45,14,42,14,54,17,27,17,33,17,36
12,441.0,72,65,5,220,212,40,-0.3540382567108639,0.42243344806794403,-0.3413732044523784,-0.2777711834062849,0,0,-1.0325317021993008,-0.9863342375634487,-1.0393080538057216,-0.8995884891760755,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,22,3,0,2,20,48,20,42,21,4,21,46,22,0,21,52
11,3935.0,183,161,21,96,243,40,0.33585016211595686,1.1393739204330349,-0.48278040128996896,0.3865079464901179,0,0,-1.0599691367492539,-1.0138664534935222,-1.1526351422564138,-1.0736923148185646,-0.14611797876824387,1.7515196918641054,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,28,6,1,2,18,0,18,31,19,0,19,34,19,10,19,39
3,387.0,36,33,19,145,154,4,-0.16758192729820967,0.2175933131064895,0.5070699765731647,-0.06232930343988402,0,0,3.371176543068155,3.460118635143425,3.479609598165637,2.9691994056296207,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,11,2,5,1,0,15,0,15,4,15,24,18,25,18,33,18,37
4,2020.0,127,271,14,15,14,8,0.42907832682228403,-0.8066073617007832,-0.19996600761478792,0.26083351650971737,0,0,-0.2642835348006169,-0.3806254871018313,-0.2601843207072115,-0.09268422033300076,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.5298796627813002,2024,5,14,1,0,1,11,22,11,58,12,8,14,45,14,30,14,52
12,1730.0,146,147,4,164,191,7,0.09345693387950631,-0.2945070242971468,-0.19996600761478792,-0.008468833448283796,0,0,2.122773271045294,2.0559756227096755,2.1763480809826747,2.3112878337305993,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,7,17,2,0,2,23,0,23,18,23,33,7,2,7,2,7,9
0,5150.0,138,176,30,222,211,31,-0.3167469908283331,1.549054190355944,0.22425558289798364,0.00948465654891628,0,0,-0.42890814210033484,-0.18789997559131663,-0.43017495338325007,-0.6869809328626513,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,12,5,3,0,0,16,0,15,56,16,29,17,54,17,56,18,4
11,3472.0,232,222,4,90,93,4,-0.2608100920045368,0.5248535155486713,-0.7655947949651499,-0.18800373342028456,0,0,-0.9776568330993948,-0.9312698057033018,-0.9543127374677023,-0.876151435724202,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,8,6,1,2,20,29,20,28,20,51,21,39,21,45,21,42
1,1806.0,267,254,7,204,198,36,-0.1862275602394751,-0.49934715925860135,-0.48278040128996896,-0.0802827934370841,0,0,0.13355926617370156,0.21131715539474943,0.3347828936589235,0.13833816369260984,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,6,19,2,0,1,7,0,7,3,7,16,9,35,9,37,9,40
13,1155.0,257,232,7,67,64,42,-0.11164502847441339,-0.6017672267393286,-0.0585588107771974,-0.1520967534258844,0,0,0.3804961771232785,0.34897823504511705,0.44810998210961583,0.1617752171444834,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,13,2,0,3,12,0,12,7,12,19,13,46,13,55,13,54
0,5445.0,50,43,39,136,183,30,-0.3540382567108639,-0.3969270917778741,1.7797347481114794,-0.1520967534258844,0,0,-0.34659583845047587,-0.2016660835563534,-0.33101375098889424,-0.33709920633111057,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,1,3,0,2,7,0,6,54,7,8,8,40,9,2,9,1
13,1626.0,163,184,7,120,116,42,-0.13029066141567883,-0.8066073617007832,-0.3413732044523784,-0.34958514339508523,0,0,0.17471541799863105,0.0048255359191980195,0.15062637492654837,0.019478821186679745,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,3,31,6,1,3,16,25,16,31,16,41,17,47,18,5,17,53
13,4709.0,43,20,18,189,179,39,-0.3353926237695985,-0.3969270917778741,-0.7655947949651499,-0.3136781634006851,0,0,-0.8541883776246063,-0.8486731579130812,-0.7418244466226541,-0.7338550397663983,-0.14611797876824387,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,8,12,0,0,2,15,10,15,5,15,19,16,22,16,35,16,25
12,200.0,113,98,43,119,115,9,2.7784280774217276,0.32001338058721673,-0.19996600761478792,2.5947872161457273,0,0,4.0845498413669326,4.038295169674969,4.131240356757118,4.961348949038872,4.361225513465278,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,-0.20843730158677687,2024,9,10,1,0,2,7,0,9,42,10,3,20,50,18,25,20,57
13,2847.0,193,50,11,17,17,42,0.6341802891762037,-0.6017672267393286,-0.6241875981275594,0.2787870065069174,0,0,0.31190259074839605,0.05988996777934506,0.20728991915189457,0.2337604527466664,0.15041777729975098,-0.06894253228977358,-0.19327922029058656,-0.023245306255910498,0.2278409046307232,2024,1,3,2,0,3,16,20,17,7,17,19,19,29,19,10,19,33
